timestamp,corridor_id,actual_speed_kmph,free_flow_speed_kmph,actual_travel_time_sec,free_flow_travel_time_sec,congestion_index,rainfall_mm,temperature_c,day_of_week,is_weekend,is_holiday,road_type,wind_speed_mps,weather_code,functional_class,lanes,capacity_total,lag_15,lag_30,lag_60,rolling_1h_avg
2026-07-29T05:00:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,26.20,2,false,false,arterial,2.80,0,2,2,2400,1.030773,1.020408,1.044978,1.029142
2026-07-29T05:15:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,26.41,2,false,false,arterial,2.80,0,2,2,2400,1.020408,1.030773,1.020408,1.022999
2026-07-29T05:30:00Z,koth-001,45.166,48.000,65.359,61.500,1.062746,0.00,26.62,2,false,false,arterial,2.80,0,2,2,2400,1.020408,1.020408,1.020408,1.022999
2026-07-29T05:45:00Z,koth-001,44.928,48.000,65.705,61.500,1.068376,0.00,26.84,2,false,false,arterial,2.80,0,2,2,2400,1.062746,1.020408,1.030773,1.033584
2026-07-29T06:00:00Z,koth-001,46.547,48.000,63.420,61.500,1.031216,0.00,27.07,2,false,false,arterial,3.12,0,2,2,2400,1.068376,1.062746,1.020408,1.042985
2026-07-29T06:15:00Z,koth-001,45.744,48.000,64.533,61.500,1.049318,0.00,27.30,2,false,false,arterial,3.12,0,2,2,2400,1.031216,1.068376,1.020408,1.045687
2026-07-29T06:30:00Z,koth-001,45.250,48.000,65.238,61.500,1.060773,0.00,27.53,2,false,false,arterial,3.12,0,2,2,2400,1.049318,1.031216,1.062746,1.052914
2026-07-29T06:45:00Z,koth-001,40.655,48.000,72.611,61.500,1.180667,0.00,27.76,2,false,false,arterial,3.12,0,2,2,2400,1.060773,1.049318,1.068376,1.052421
2026-07-29T07:00:00Z,koth-001,42.579,48.000,69.330,61.500,1.127316,0.00,28.00,2,false,false,arterial,3.44,0,2,2,2400,1.180667,1.060773,1.031216,1.080493
2026-07-29T07:15:00Z,koth-001,36.891,48.000,80.020,61.500,1.301130,0.00,28.24,2,false,false,arterial,3.44,0,2,2,2400,1.127316,1.180667,1.049318,1.104519
2026-07-29T07:30:00Z,koth-001,35.155,48.000,83.971,61.500,1.365382,0.00,28.47,2,false,false,arterial,3.44,0,2,2,2400,1.301130,1.127316,1.060773,1.167472
2026-07-29T07:45:00Z,koth-001,31.622,48.000,93.353,61.500,1.517931,0.00,28.70,2,false,false,arterial,3.44,0,2,2,2400,1.365382,1.301130,1.180667,1.243624
2026-07-29T08:00:00Z,koth-001,28.247,48.000,104.507,61.500,1.699296,0.00,28.93,2,false,false,arterial,1.20,0,2,2,2400,1.517931,1.365382,1.127316,1.327940
2026-07-29T08:15:00Z,koth-001,25.441,48.000,116.033,61.500,1.886718,0.00,29.16,2,false,false,arterial,1.20,0,2,2,2400,1.699296,1.517931,1.301130,1.470935
2026-07-29T08:30:00Z,koth-001,22.740,48.000,129.815,61.500,2.110818,0.00,29.38,2,false,false,arterial,1.20,0,2,2,2400,1.886718,1.699296,1.365382,1.617332
2026-07-29T08:45:00Z,koth-001,24.935,48.000,118.388,61.500,1.925005,0.00,29.59,2,false,false,arterial,1.20,0,2,2,2400,2.110818,1.886718,1.517931,1.803691
2026-07-29T09:00:00Z,koth-001,26.149,48.000,112.892,61.500,1.835634,0.00,29.80,2,false,false,arterial,1.52,0,2,2,2400,1.925005,2.110818,1.699296,1.905459
2026-07-29T09:15:00Z,koth-001,26.393,48.000,111.848,61.500,1.818664,0.00,30.00,2,false,false,arterial,1.52,0,2,2,2400,1.835634,1.925005,1.886718,1.939544
2026-07-29T09:30:00Z,koth-001,28.754,48.000,102.664,61.500,1.669333,0.00,30.19,2,false,false,arterial,1.52,0,2,2,2400,1.818664,1.835634,2.110818,1.922530
2026-07-29T09:45:00Z,koth-001,33.575,48.000,87.923,61.500,1.429635,0.00,30.37,2,false,false,arterial,1.52,0,2,2,2400,1.669333,1.818664,1.925005,1.812159
2026-07-29T10:00:00Z,koth-001,35.098,48.000,84.107,61.500,1.367599,0.00,30.55,2,false,false,arterial,1.84,0,2,2,2400,1.429635,1.669333,1.835634,1.688317
2026-07-29T10:15:00Z,koth-001,38.749,48.000,76.183,61.500,1.238742,0.00,30.71,2,false,false,arterial,1.84,0,2,2,2400,1.367599,1.429635,1.818664,1.571308
2026-07-29T10:30:00Z,koth-001,42.011,48.000,70.267,61.500,1.142558,0.00,30.86,2,false,false,arterial,1.84,0,2,2,2400,1.238742,1.367599,1.669333,1.426327
2026-07-29T10:45:00Z,koth-001,40.510,48.000,72.871,61.500,1.184893,0.00,30.99,2,false,false,arterial,1.84,0,2,2,2400,1.142558,1.238742,1.429635,1.294633
2026-07-29T11:00:00Z,koth-001,43.069,48.000,68.541,61.500,1.114491,0.00,31.12,2,false,false,arterial,2.16,0,2,2,2400,1.184893,1.142558,1.367599,1.233448
2026-07-29T11:15:00Z,koth-001,43.659,48.000,67.615,61.500,1.099430,0.00,31.23,2,false,false,arterial,2.16,0,2,2,2400,1.114491,1.184893,1.238742,1.170171
2026-07-29T11:30:00Z,koth-001,43.952,48.000,67.164,61.500,1.092100,0.00,31.33,2,false,false,arterial,2.16,0,2,2,2400,1.099430,1.114491,1.142558,1.135343
2026-07-29T11:45:00Z,koth-001,45.862,48.000,64.367,61.500,1.046618,0.00,31.41,2,false,false,arterial,2.16,0,2,2,2400,1.092100,1.099430,1.184893,1.122728
2026-07-29T12:00:00Z,koth-001,44.486,48.000,66.358,61.500,1.078991,0.00,31.48,2,false,false,arterial,2.48,0,2,2,2400,1.046618,1.092100,1.114491,1.088160
2026-07-29T12:15:00Z,koth-001,44.702,48.000,66.037,61.500,1.073777,0.00,31.53,2,false,false,arterial,2.48,0,2,2,2400,1.078991,1.046618,1.099430,1.079285
2026-07-29T12:30:00Z,koth-001,45.904,48.000,64.308,61.500,1.045661,0.00,31.57,2,false,false,arterial,2.48,0,2,2,2400,1.073777,1.078991,1.092100,1.072872
2026-07-29T12:45:00Z,koth-001,46.074,48.000,64.071,61.500,1.041802,0.00,31.59,2,false,false,arterial,2.48,0,2,2,2400,1.045661,1.073777,1.046618,1.061262
2026-07-29T13:00:00Z,koth-001,45.286,48.000,65.186,61.500,1.059930,0.00,31.60,2,false,false,arterial,2.80,0,2,2,2400,1.041802,1.045661,1.078991,1.060058
2026-07-29T13:15:00Z,koth-001,44.966,48.000,65.650,61.500,1.067473,0.00,31.59,2,false,false,arterial,2.80,0,2,2,2400,1.059930,1.041802,1.073777,1.055293
2026-07-29T13:30:00Z,koth-001,46.499,48.000,63.485,61.500,1.032280,0.00,31.57,2,false,false,arterial,2.80,0,2,2,2400,1.067473,1.059930,1.045661,1.053717
2026-07-29T13:45:00Z,koth-001,45.318,48.000,65.140,61.500,1.059182,0.00,31.53,2,false,false,arterial,2.80,0,2,2,2400,1.032280,1.067473,1.041802,1.050372
2026-07-29T14:00:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,31.48,2,false,false,arterial,3.12,0,2,2,2400,1.059182,1.032280,1.059930,1.054716
2026-07-29T14:15:00Z,koth-001,45.226,48.000,65.272,61.500,1.061336,0.00,31.41,2,false,false,arterial,3.12,0,2,2,2400,1.020408,1.059182,1.067473,1.044836
2026-07-29T14:30:00Z,koth-001,45.051,48.000,65.526,61.500,1.065459,0.00,31.33,2,false,false,arterial,3.12,0,2,2,2400,1.061336,1.020408,1.032280,1.043302
2026-07-29T14:45:00Z,koth-001,44.668,48.000,66.088,61.500,1.074595,0.00,31.23,2,false,false,arterial,3.12,0,2,2,2400,1.065459,1.061336,1.059182,1.051596
2026-07-29T15:00:00Z,koth-001,42.454,48.000,69.534,61.500,1.130636,0.00,31.12,2,false,false,arterial,3.44,0,2,2,2400,1.074595,1.065459,1.020408,1.055450
2026-07-29T15:15:00Z,koth-001,42.982,48.000,68.680,61.500,1.116747,0.00,30.99,2,false,false,arterial,3.44,0,2,2,2400,1.130636,1.074595,1.061336,1.083006
2026-07-29T15:30:00Z,koth-001,41.265,48.000,71.538,61.500,1.163213,0.00,30.86,2,false,false,arterial,3.44,0,2,2,2400,1.116747,1.130636,1.065459,1.096859
2026-07-29T15:45:00Z,koth-001,39.354,48.000,75.011,61.500,1.219698,0.00,30.71,2,false,false,arterial,3.44,0,2,2,2400,1.163213,1.116747,1.074595,1.121298
2026-07-29T16:00:00Z,koth-001,36.694,48.000,80.449,61.500,1.308116,0.00,30.55,2,false,false,arterial,1.20,0,2,2,2400,1.219698,1.163213,1.130636,1.157573
2026-07-29T16:15:00Z,koth-001,33.688,48.000,87.628,61.500,1.424840,0.00,30.37,2,false,false,arterial,1.20,0,2,2,2400,1.308116,1.219698,1.116747,1.201943
2026-07-29T16:30:00Z,koth-001,31.291,48.000,94.340,61.500,1.533987,0.00,30.19,2,false,false,arterial,1.20,0,2,2,2400,1.424840,1.308116,1.163213,1.278967
2026-07-29T16:45:00Z,koth-001,28.915,48.000,102.092,61.500,1.660038,0.00,30.00,2,false,false,arterial,1.20,0,2,2,2400,1.533987,1.424840,1.219698,1.371660
2026-07-29T17:00:00Z,koth-001,24.414,48.000,120.914,61.500,1.966085,0.00,29.80,2,false,false,arterial,1.52,0,2,2,2400,1.660038,1.533987,1.308116,1.481745
2026-07-29T17:15:00Z,koth-001,22.678,48.000,130.170,61.500,2.116589,0.00,29.59,2,false,false,arterial,1.52,0,2,2,2400,1.966085,1.660038,1.424840,1.646238
2026-07-29T17:30:00Z,koth-001,20.381,48.000,144.841,61.500,2.355135,0.00,29.38,2,false,false,arterial,1.52,0,2,2,2400,2.116589,1.966085,1.533987,1.819175
2026-07-29T17:45:00Z,koth-001,20.273,48.000,145.612,61.500,2.367681,0.00,29.16,2,false,false,arterial,1.52,0,2,2,2400,2.355135,2.116589,1.660038,2.024462
2026-07-29T18:00:00Z,koth-001,20.951,48.000,140.900,61.500,2.291060,0.00,28.93,2,false,false,arterial,1.84,0,2,2,2400,2.367681,2.355135,1.966085,2.201372
2026-07-29T18:15:00Z,koth-001,21.430,48.000,137.751,61.500,2.239851,0.00,28.70,2,false,false,arterial,1.84,0,2,2,2400,2.291060,2.367681,2.116589,2.282616
2026-07-29T18:30:00Z,koth-001,25.304,48.000,116.661,61.500,1.896933,0.00,28.47,2,false,false,arterial,1.84,0,2,2,2400,2.239851,2.291060,2.355135,2.313432
2026-07-29T18:45:00Z,koth-001,27.941,48.000,105.651,61.500,1.717906,0.00,28.24,2,false,false,arterial,1.84,0,2,2,2400,1.896933,2.239851,2.367681,2.198881
2026-07-29T19:00:00Z,koth-001,30.341,48.000,97.294,61.500,1.582018,0.00,28.00,2,false,false,arterial,2.16,0,2,2,2400,1.717906,1.896933,2.291060,2.036437
2026-07-29T19:15:00Z,koth-001,35.027,48.000,84.278,61.500,1.370371,0.00,27.76,2,false,false,arterial,2.16,0,2,2,2400,1.582018,1.717906,2.239851,1.859177
2026-07-29T19:30:00Z,koth-001,38.223,48.000,77.231,61.500,1.255788,0.00,27.53,2,false,false,arterial,2.16,0,2,2,2400,1.370371,1.582018,1.896933,1.641807
2026-07-29T19:45:00Z,koth-001,37.729,48.000,78.242,61.500,1.272231,0.00,27.30,2,false,false,arterial,2.16,0,2,2,2400,1.255788,1.370371,1.717906,1.481521
2026-07-29T20:00:00Z,koth-001,42.867,48.000,68.864,61.500,1.119742,0.00,27.07,2,false,false,arterial,2.48,0,2,2,2400,1.272231,1.255788,1.582018,1.370102
2026-07-29T20:15:00Z,koth-001,41.095,48.000,71.834,61.500,1.168025,0.00,26.84,2,false,false,arterial,2.48,0,2,2,2400,1.119742,1.272231,1.370371,1.254533
2026-07-29T20:30:00Z,koth-001,43.974,48.000,67.131,61.500,1.091554,0.00,26.62,2,false,false,arterial,2.48,0,2,2,2400,1.168025,1.119742,1.255788,1.203947
2026-07-29T20:45:00Z,koth-001,43.903,48.000,67.239,61.500,1.093319,0.00,26.41,2,false,false,arterial,2.48,0,2,2,2400,1.091554,1.168025,1.272231,1.162888
2026-07-29T21:00:00Z,koth-001,45.374,48.000,65.059,61.500,1.057875,0.00,26.20,2,false,false,arterial,2.80,0,2,2,2400,1.093319,1.091554,1.119742,1.118160
2026-07-29T21:15:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,26.00,2,false,false,arterial,2.80,0,2,2,2400,1.057875,1.093319,1.168025,1.102693
2026-07-29T21:30:00Z,koth-001,46.243,48.000,63.837,61.500,1.037995,0.00,25.81,2,false,false,arterial,2.80,0,2,2,2400,1.020408,1.057875,1.091554,1.065789
2026-07-29T21:45:00Z,koth-001,45.033,48.000,65.552,61.500,1.065885,0.00,25.63,2,false,false,arterial,2.80,0,2,2,2400,1.037995,1.020408,1.093319,1.052399
2026-07-29T22:00:00Z,koth-001,45.760,48.000,64.510,61.500,1.048951,0.00,25.45,2,false,false,arterial,3.12,0,2,2,2400,1.065885,1.037995,1.057875,1.045541
2026-07-29T22:15:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,25.29,2,false,false,arterial,3.12,0,2,2,2400,1.048951,1.065885,1.020408,1.043310
2026-07-29T22:30:00Z,koth-001,44.507,48.000,66.327,61.500,1.078482,0.00,25.14,2,false,false,arterial,3.12,0,2,2,2400,1.020408,1.048951,1.037995,1.043310
2026-07-29T22:45:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,25.01,2,false,false,arterial,3.12,0,2,2,2400,1.078482,1.020408,1.065885,1.053432
2026-07-29T23:00:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,24.88,2,false,false,arterial,3.44,0,2,2,2400,1.020408,1.078482,1.048951,1.042062
2026-07-29T23:15:00Z,koth-001,46.631,48.000,63.306,61.500,1.029358,0.00,24.77,2,false,false,arterial,3.44,0,2,2,2400,1.020408,1.020408,1.020408,1.034927
2026-07-29T23:30:00Z,koth-001,44.665,48.000,66.092,61.500,1.074667,0.00,24.67,2,false,false,arterial,3.44,0,2,2,2400,1.029358,1.020408,1.078482,1.037164
2026-07-29T23:45:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,24.59,2,false,false,arterial,3.44,0,2,2,2400,1.074667,1.029358,1.020408,1.036210
2026-07-30T00:00:00Z,koth-001,46.210,48.000,63.882,61.500,1.038736,0.00,24.52,3,false,false,arterial,2.16,0,2,2,2400,1.020408,1.074667,1.020408,1.036210
2026-07-30T00:15:00Z,koth-001,46.383,48.000,63.644,61.500,1.034862,0.00,24.47,3,false,false,arterial,2.16,0,2,2,2400,1.038736,1.020408,1.029358,1.040792
2026-07-30T00:30:00Z,koth-001,45.800,48.000,64.454,61.500,1.048035,0.00,24.43,3,false,false,arterial,2.16,0,2,2,2400,1.034862,1.038736,1.074667,1.042168
2026-07-30T00:45:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,24.41,3,false,false,arterial,2.16,0,2,2,2400,1.048035,1.034862,1.020408,1.035510
2026-07-30T01:00:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,24.40,3,false,false,arterial,2.48,0,2,2,2400,1.020408,1.048035,1.038736,1.035510
2026-07-30T01:15:00Z,koth-001,46.999,48.000,62.810,61.500,1.021298,0.00,24.41,3,false,false,arterial,2.48,0,2,2,2400,1.020408,1.020408,1.034862,1.030928
2026-07-30T01:30:00Z,koth-001,45.426,48.000,64.985,61.500,1.056664,0.00,24.43,3,false,false,arterial,2.48,0,2,2,2400,1.021298,1.020408,1.048035,1.027537
2026-07-30T01:45:00Z,koth-001,46.325,48.000,63.724,61.500,1.036158,0.00,24.47,3,false,false,arterial,2.48,0,2,2,2400,1.056664,1.021298,1.020408,1.029695
2026-07-30T02:00:00Z,koth-001,46.424,48.000,63.588,61.500,1.033948,0.00,24.52,3,false,false,arterial,2.80,0,2,2,2400,1.036158,1.056664,1.020408,1.033632
2026-07-30T02:15:00Z,koth-001,45.989,48.000,64.189,61.500,1.043728,0.00,24.59,3,false,false,arterial,2.80,0,2,2,2400,1.033948,1.036158,1.021298,1.037017
2026-07-30T02:30:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,24.67,3,false,false,arterial,2.80,0,2,2,2400,1.043728,1.033948,1.056664,1.042624
2026-07-30T02:45:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,24.77,3,false,false,arterial,2.80,0,2,2,2400,1.020408,1.043728,1.036158,1.033560
2026-07-30T03:00:00Z,koth-001,46.840,48.000,63.023,61.500,1.024765,0.00,24.88,3,false,false,arterial,3.12,0,2,2,2400,1.020408,1.020408,1.033948,1.029623
2026-07-30T03:15:00Z,koth-001,46.374,48.000,63.656,61.500,1.035063,0.00,25.01,3,false,false,arterial,3.12,0,2,2,2400,1.024765,1.020408,1.043728,1.027327
2026-07-30T03:30:00Z,koth-001,45.657,48.000,64.656,61.500,1.051317,0.00,25.14,3,false,false,arterial,3.12,0,2,2,2400,1.035063,1.024765,1.020408,1.025161
2026-07-30T03:45:00Z,koth-001,46.189,48.000,63.911,61.500,1.039208,0.00,25.29,3,false,false,arterial,3.12,0,2,2,2400,1.051317,1.035063,1.020408,1.032888
2026-07-30T04:00:00Z,koth-001,45.445,48.000,64.958,61.500,1.056222,0.00,25.45,3,false,false,arterial,3.44,0,2,2,2400,1.039208,1.051317,1.024765,1.037588
2026-07-30T04:15:00Z,koth-001,46.093,48.000,64.044,61.500,1.041373,0.00,25.63,3,false,false,arterial,3.44,0,2,2,2400,1.056222,1.039208,1.035063,1.045453
2026-07-30T04:30:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,25.81,3,false,false,arterial,3.44,0,2,2,2400,1.041373,1.056222,1.051317,1.047030
2026-07-30T04:45:00Z,koth-001,47.040,48.000,62.755,61.500,1.020408,0.00,26.00,3,false,false,arterial,3.44,0,2,2,2400,1.020408,1.041373,1.039208,1.039303
2026-07-30T05:00:00Z,koth-001,45.491,48.000,64.892,61.500,1.055154,0.00,26.20,3,false,false,arterial,1.20,0,2,2,2400,1.020408,1.020408,1.056222,1.034603
2026-07-30T05:15:00Z,koth-001,43.626,48.000,67.666,61.500,1.100261,0.00,26.41,3,false,false,arterial,1.20,0,2,2,2400,1.055154,1.020408,1.041373,1.034336
2026-07-30T05:30:00Z,koth-001,46.690,48.000,63.226,61.500,1.028057,0.00,26.62,3,false,false,arterial,1.20,0,2,2,2400,1.100261,1.055154,1.020408,1.049058
2026-07-30T05:45:00Z,koth-001,45.165,48.000,65.360,61.500,1.062770,0.00,26.84,3,false,false,arterial,1.20,0,2,2,2400,1.028057,1.100261,1.020408,1.050970
2026-07-30T06:00:00Z,koth-001,43.743,48.000,67.485,61.500,1.097318,0.00,27.07,3,false,false,arterial,1.52,0,2,2,2400,1.062770,1.028057,1.055154,1.061561
2026-07-30T06:15:00Z,koth-001,44.863,48.000,65.800,61.500,1.069924,0.00,27.30,3,false,false,arterial,1.52,0,2,2,2400,1.097318,1.062770,1.100261,1.072102
2026-07-30T06:30:00Z,koth-001,43.939,48.000,67.184,61.500,1.092424,0.00,27.53,3,false,false,arterial,1.52,0,2,2,2400,1.069924,1.097318,1.028057,1.064517
2026-07-30T06:45:00Z,koth-001,40.657,48.000,72.607,61.500,1.180609,0.00,27.76,3,false,false,arterial,1.52,0,2,2,2400,1.092424,1.069924,1.062770,1.080609
2026-07-30T07:00:00Z,koth-001,40.500,48.000,72.889,61.500,1.185185,0.00,28.00,3,false,false,arterial,1.84,0,2,2,2400,1.180609,1.092424,1.097318,1.110069
2026-07-30T07:15:00Z,koth-001,37.909,48.000,77.871,61.500,1.266190,0.00,28.24,3,false,false,arterial,1.84,0,2,2,2400,1.185185,1.180609,1.069924,1.132035
2026-07-30T07:30:00Z,koth-001,34.358,48.000,85.919,61.500,1.397055,0.00,28.47,3,false,false,arterial,1.84,0,2,2,2400,1.266190,1.185185,1.092424,1.181102
2026-07-30T07:45:00Z,koth-001,30.857,48.000,95.667,61.500,1.555563,0.00,28.70,3,false,false,arterial,1.84,0,2,2,2400,1.397055,1.266190,1.180609,1.257260
2026-07-30T08:00:00Z,koth-001,28.792,48.000,102.528,61.500,1.667130,0.00,28.93,3,false,false,arterial,2.16,0,2,2,2400,1.555563,1.397055,1.185185,1.350998
2026-07-30T08:15:00Z,koth-001,24.649,48.000,119.761,61.500,1.947341,0.00,29.16,3,false,false,arterial,2.16,0,2,2,2400,1.667130,1.555563,1.266190,1.471484
2026-07-30T08:30:00Z,koth-001,24.448,48.000,120.746,61.500,1.963351,0.00,29.38,3,false,false,arterial,2.16,0,2,2,2400,1.947341,1.667130,1.397055,1.641772
2026-07-30T08:45:00Z,koth-001,20.680,48.000,142.747,61.500,2.321083,0.00,29.59,3,false,false,arterial,2.16,0,2,2,2400,1.963351,1.947341,1.555563,1.783346
2026-07-30T09:00:00Z,koth-001,23.534,48.000,125.436,61.500,2.039602,0.00,29.80,3,false,false,arterial,2.48,0,2,2,2400,2.321083,1.963351,1.667130,1.974726
2026-07-30T09:15:00Z,koth-001,25.944,48.000,113.784,61.500,1.850139,0.00,30.00,3,false,false,arterial,2.48,0,2,2,2400,2.039602,2.321083,1.947341,2.067844
2026-07-30T09:30:00Z,koth-001,26.364,48.000,111.971,61.500,1.820665,0.00,30.19,3,false,false,arterial,2.48,0,2,2,2400,1.850139,2.039602,1.963351,2.043544
2026-07-30T09:45:00Z,koth-001,31.512,48.000,93.679,61.500,1.523229,0.00,30.37,3,false,false,arterial,2.48,0,2,2,2400,1.820665,1.850139,2.321083,2.007872
2026-07-30T10:00:00Z,koth-001,32.250,48.000,91.535,61.500,1.488372,0.00,30.55,3,false,false,arterial,2.80,0,2,2,2400,1.523229,1.820665,2.039602,1.808409
2026-07-30T10:15:00Z,koth-001,36.878,48.000,80.048,61.500,1.301589,0.00,30.71,3,false,false,arterial,2.80,0,2,2,2400,1.488372,1.523229,1.850139,1.670601
2026-07-30T10:30:00Z,koth-001,39.107,48.000,75.485,61.500,1.227402,0.00,30.86,3,false,false,arterial,2.80,0,2,2,2400,1.301589,1.488372,1.820665,1.533464
2026-07-30T10:45:00Z,koth-001,42.314,48.000,69.764,61.500,1.134376,0.00,30.99,3,false,false,arterial,2.80,0,2,2,2400,1.227402,1.301589,1.523229,1.385148
2026-07-30T11:00:00Z,koth-001,44.421,48.000,66.455,61.500,1.080570,0.00,31.12,3,false,false,arterial,3.12,0,2,2,2400,1.134376,1.227402,1.488372,1.287935
2026-07-30T11:15:00Z,koth-001,45.014,48.000,65.580,61.500,1.066335,0.00,31.23,3,false,false,arterial,3.12,0,2,2,2400,1.080570,1.134376,1.301589,1.185984
2026-07-30T11:30:00Z,koth-001,46.342,48.000,63.700,61.500,1.035777,0.00,31.33,3,false,false,arterial,3.12,0,2,2,2400,1.066335,1.080570,1.227402,1.127171
2026-07-30T11:45:00Z,koth-001,45.720,48.000,64.567,61.500,1.049869,0.00,31.41,3,false,false,arterial,3.12,0,2,2,2400,1.035777,1.066335,1.134376,1.079265
2026-07-30T12:00:00Z,koth-001,46.955,48.000,62.869,61.500,1.022255,0.00,31.48,3,false,false,arterial,3.44,0,2,2,2400,1.049869,1.035777,1.080570,1.058138
2026-07-30T12:15:00Z,koth-001,47.001,48.000,62.807,61.500,1.021255,0.00,31.53,3,false,false,arterial,3.44,0,2,2,2400,1.022255,1.049869,1.066335,1.043559
2026-07-30T12:30:00Z,koth-001,45.789,48.000,64.470,61.500,1.048287,0.00,31.57,3,false,false,arterial,3.44,0,2,2,2400,1.021255,1.022255,1.035777,1.032289
2026-07-30T12:45:00Z,koth-001,45.277,48.000,65.199,61.500,1.060141,0.00,31.59,3,false,false,arterial,3.44,0,2,2,2400,1.048287,1.021255,1.049869,1.035416
